Mod:Item:MetaData, Localized Name
gregtech:gt.meta.ore.normal.default:9131, oredict.oreVanillastoneStibnite.name
gregtech:gt.meta.ore.normal.default:9132, oredict.oreVanillastoneTetrahedrite.name
gregtech:gt.meta.ore.normal.default:9133, oredict.oreVanillastoneTungstate.name
gregtech:gt.meta.ore.normal.default:9134, oredict.oreVanillastoneUraninite.name
gregtech:gt.meta.ore.normal.default:9135, oredict.oreVanillastoneUvarovite.name
gregtech:gt.meta.ore.normal.default:9136, oredict.oreVanillastoneWulfenite.name
gregtech:gt.meta.ore.normal.default:9137, oredict.oreVanillastoneYellowLimonite.name
gregtech:gt.meta.ore.normal.default:9138, oredict.oreVanillastonePerlite.name
gregtech:gt.meta.ore.normal.default:9139, oredict.oreVanillastoneBorax.name
gregtech:gt.meta.ore.normal.default:9140, oredict.oreVanillastonePotassiumFeldspar.name
gregtech:gt.meta.ore.normal.default:9141, oredict.oreVanillastoneBiotite.name
gregtech:gt.meta.ore.normal.default:9143, oredict.oreVanillastoneVanadiumMagnetite.name
gregtech:gt.meta.ore.normal.default:9144, oredict.oreVanillastoneBastnasite.name
gregtech:gt.meta.ore.normal.default:9145, oredict.oreVanillastonePentlandite.name
gregtech:gt.meta.ore.normal.default:9146, oredict.oreVanillastoneSpodumene.name
gregtech:gt.meta.ore.normal.default:9147, oredict.oreVanillastonePollucite.name
gregtech:gt.meta.ore.normal.default:9148, oredict.oreVanillastoneTantalite.name
gregtech:gt.meta.ore.normal.default:9149, oredict.oreVanillastoneLepidolite.name
gregtech:gt.meta.ore.normal.default:9150, oredict.oreVanillastoneGlauconite.name
gregtech:gt.meta.ore.normal.default:9152, oredict.oreVanillastoneVermiculite.name
gregtech:gt.meta.ore.normal.default:9153, oredict.oreVanillastoneBentonite.name
gregtech:gt.meta.ore.normal.default:9154, oredict.oreVanillastonePalygorskite.name
gregtech:gt.meta.ore.normal.default:9155, oredict.oreVanillastonePitchblende.name
gregtech:gt.meta.ore.normal.default:9156, oredict.oreVanillastoneMalachite.name
gregtech:gt.meta.ore.normal.default:9157, oredict.oreVanillastoneMirabilite.name
gregtech:gt.meta.ore.normal.default:9158, oredict.oreVanillastoneMica.name
gregtech:gt.meta.ore.normal.default:9159, oredict.oreVanillastoneTrona.name
gregtech:gt.meta.ore.normal.default:9160, oredict.oreVanillastoneBarite.name
gregtech:gt.meta.ore.normal.default:9161, oredict.oreVanillastoneGypsum.name
gregtech:gt.meta.ore.normal.default:9162, oredict.oreVanillastoneAlunite.name
gregtech:gt.meta.ore.normal.default:9163, oredict.oreVanillastoneDolomite.name
gregtech:gt.meta.ore.normal.default:9164, oredict.oreVanillastoneWollastonite.name
gregtech:gt.meta.ore.normal.default:9165, oredict.oreVanillastoneZeolite.name
gregtech:gt.meta.ore.normal.default:9166, oredict.oreVanillastoneKyanite.name
gregtech:gt.meta.ore.normal.default:9167, oredict.oreVanillastoneKaolinite.name
gregtech:gt.meta.ore.normal.default:9169, oredict.oreVanillastoneTalc.name
gregtech:gt.meta.ore.normal.default:9174, oredict.oreVanillastoneGraphite.name
gregtech:gt.meta.ore.normal.default:9180, oredict.oreVanillastoneQuartzite.name
gregtech:gt.meta.ore.normal.default:9183, oredict.oreVanillastoneEmery.name
gregtech:gt.meta.ore.normal.default:9192, oredict.oreVanillastoneRutile.name
gregtech:gt.meta.ore.normal.default:9193, oredict.oreVanillastoneStolzite.name
gregtech:gt.meta.ore.normal.default:9194, oredict.oreVanillastoneFerberite.name
gregtech:gt.meta.ore.normal.default:9195, oredict.oreVanillastoneHuebnerite.name
gregtech:gt.meta.ore.normal.default:9196, oredict.oreVanillastoneRussellite.name
gregtech:gt.meta.ore.normal.default:9197, oredict.oreVanillastonePinalite.name
gregtech:gt.meta.ore.normal.default:9198, oredict.oreVanillastoneDiduraniumTrioxide.name
gregtech:gt.meta.ore.normal.default:9199, oredict.oreVanillastoneDuraniumHexafluoride.name
gregtech:gt.meta.ore.normal.default:9200, oredict.oreVanillastoneDuraniumHexachloride.name
gregtech:gt.meta.ore.normal.default:9201, oredict.oreVanillastoneDuraniumHexabromide.name
gregtech:gt.meta.ore.normal.default:9202, oredict.oreVanillastoneDuraniumHexaiodide.name
gregtech:gt.meta.ore.normal.default:9203, oredict.oreVanillastoneDuraniumHexaastatide.name
gregtech:gt.meta.ore.normal.default:9204, oredict.oreVanillastoneTritaniumDioxide.name
gregtech:gt.meta.ore.normal.default:9205, oredict.oreVanillastoneTritaniumHexafluoride.name
gregtech:gt.meta.ore.normal.default:9206, oredict.oreVanillastoneTritaniumHexachloride.name
gregtech:gt.meta.ore.normal.default:9207, oredict.oreVanillastoneTritaniumHexabromide.name
gregtech:gt.meta.ore.normal.default:9208, oredict.oreVanillastoneTritaniumHexaiodide.name
gregtech:gt.meta.ore.normal.default:9209, oredict.oreVanillastoneTritaniumHexaastatide.name
gregtech:gt.meta.ore.normal.default:9210, oredict.oreVanillastoneBromargyrite.name
gregtech:gt.meta.ore.normal.default:9211, oredict.oreVanillastoneSmithsonite.name
gregtech:gt.meta.ore.normal.default:9212, oredict.oreVanillastoneSperrylite.name
gregtech:gt.meta.ore.normal.default:9213, oredict.oreVanillastoneKesterite.name
gregtech:gt.meta.ore.normal.default:9214, oredict.oreVanillastoneStannite.name
gregtech:gt.meta.ore.normal.default:9215, oredict.oreVanillastoneFluorite.name
gregtech:gt.meta.ore.normal.default:9216, oredict.oreVanillastoneArsenopyrite.name
gregtech:gt.meta.ore.normal.default:9217, oredict.oreVanillastoneWolframite.name
gregtech:gt.meta.ore.normal.default:9219, oredict.oreVanillastonePrismarine.name
gregtech:gt.meta.ore.normal.default:9220, oredict.oreVanillastonePrismarineDark.name
gregtech:gt.meta.ore.normal.default:9221, oredict.oreVanillastoneBischofite.name
gregtech:gt.meta.ore.normal.default:9246, oredict.oreVanillastoneColumbite.name
gregtech:gt.meta.ore.normal.default:9247, oredict.oreVanillastoneColtan.name
gregtech:gt.meta.ore.normal.default:9716, oredict.oreVanillastonePEZ.name
gregtech:gt.meta.ore.normal.default:9717, oredict.oreVanillastoneLicorice.name
gregtech:gt.meta.ore.normal.default:9718, oredict.oreVanillastoneNougat.name
gregtech:gt.meta.ore.normal.default:9780, oredict.oreVanillastoneCheese.name
gregtech:gt.meta.ore.normal.default:9791, oredict.oreVanillastoneHoney.name
gregtech:gt.meta.ore.normal.default:9793, oredict.oreVanillastoneHoneydew.name
gregtech:gt.meta.ore.normal.default:9851, oredict.oreVanillastoneOilSand.name
gregtech:gt.meta.ore.normal.default:9852, oredict.oreVanillastoneCrudeOil.name
gregtech:gt.meta.ore.normal.default:9853, oredict.oreVanillastoneOilShale.name
gregtech:gt.block.multitileentity.iron.stone.pickaxe.0.0.15.false.false, gt.block.multitileentity.iron.stone.pickaxe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.iron.stone.shovel.0.0.15.false.false, gt.block.multitileentity.iron.stone.shovel.0.0.15.false.false.name
gregtech:gt.block.multitileentity.machine.stone.cutter.0.0.15.false.false, gt.block.multitileentity.machine.stone.cutter.0.0.15.false.false.name
gregtech:gt.block.multitileentity.machine.stone.wrench.0.0.15.false.false, gt.block.multitileentity.machine.stone.wrench.0.0.15.false.false.name
gregtech:gt.block.multitileentity.wood.wood.axe.0.0.15.false.false, gt.block.multitileentity.wood.wood.axe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.leaves.grass.axe.0.0.15.false.false, gt.block.multitileentity.leaves.grass.axe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.rock.stone.pickaxe.0.0.15.false.false, gt.block.multitileentity.rock.stone.pickaxe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.cloth.cloth.shears.0.0.15.false.false, gt.block.multitileentity.cloth.cloth.shears.0.0.15.false.false.name
gregtech:gt.block.multitileentity.tnt.grass.pickaxe.0.0.15.false.false, gt.block.multitileentity.tnt.grass.pickaxe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.redstoneLight.stone.pickaxe.0.0.15.false.false, gt.block.multitileentity.redstoneLight.stone.pickaxe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.redstoneLight.wood.axe.0.0.15.false.false, gt.block.multitileentity.redstoneLight.wood.axe.0.0.15.false.false.name
gregtech:gt.block.multitileentity.redstoneLight.cloth.shears.0.0.15.false.false, gt.block.multitileentity.redstoneLight.cloth.shears.0.0.15.false.false.name
gregtech:gt.block.multitileentity.rock.wood.scoop.0.0.15.false.false, gt.block.multitileentity.rock.wood.scoop.0.0.15.false.false.name
computronics:computronics.ironNoteBlock, Iron Note Block
computronics:computronics.audioCable, Audio Cable
computronics:computronics.speaker, Speaker
computronics:computronics.tapeReader, Tape Drive
computronics:computronics.camera, Camera
computronics:computronics.chatBox:0, Chat Box
computronics:computronics.chatBox:8, Creative Chat Box
computronics:computronics.cipher, Cipher Block
computronics:computronics.cipher_advanced, Advanced Cipher Block
computronics:computronics.radar, Radar
computronics:computronics.colorfulLamp, Colorful Lamp
computronics:computronics.locomotiveRelay, Digital Locomotive Relay
computronics:computronics.digitalReceiverBox, Digital Signal Receiver Box
computronics:computronics.digitalControllerBox, Digital Signal Controller Box
computronics:computronics.detector, Detector - Digital
computronics:computronics.ticketMachine, Ticket Machine
gendustry:fluid.Mutagen, Mutagen
gendustry:fluid.LiquidDNA, Liquid DNA
gendustry:fluid.Protein, Protein
gendustry:MutagenProducer, Mutagen Producer
gendustry:Mutatron, Mutatron
gendustry:IndustrialApiary, Industrial Apiary
gendustry:Imprinter, Genetic Imprinter
gendustry:Sampler, Genetic Sampler
gendustry:MutatronAdv, Advanced Mutatron
gendustry:Liquifier, Protein Liquifier
gendustry:Extractor, DNA Extractor
gendustry:Transposer, Genetic Transposer
gendustry:Replicator, Genetic Replicator
GraviSuite:BlockRelocatorPortal, tile.null.name
immersiveintegration:extendablePost, Extendable Wooden Post
immersiveintegration:steelTrapdoor, Steel Trapdoor
immersiveintegration:steelDecoration:0, Coke Oven Wall
immersiveintegration:steelDecoration:1, Heated Coke Oven Wall
immersiveintegration:steelDecoration:2, Coke Oven Port
immersiveintegration:extendedPost, Wooden Post Extension
immersiveintegration:industrialCokeOven, Industrial Coke Oven
immersiveintegration:itemRobin, Item Robin
immersiveintegration:inductionCharger:0, LV Induction Charger
immersiveintegration:inductionCharger:1, MV Induction Charger
immersiveintegration:inductionCharger:2, HV Induction Charger
immersiveintegration:redstoneWireConnector, Redstone Wire Connector
immersiveintegration:meWireConnector, ME Wire Connector
immersiveintegration:meDenseWireConnector, ME Dense Wire Connector
immersiveintegration:meTransformer, ME Transformer
immersiveintegration:meDenseTransformer, ME Dense Transformer
immersiveintegration:aeDecoration:0, Fluix Wire Coil
immersiveintegration:aeDecoration:1, Dense Wire Coil
OpenPeripheral:ticketmachine, Ticket Machine
OpenPeripheral:glassesbridge, Terminal Glasses Bridge
OpenPeripheral:pim, PIM
OpenPeripheral:sensor, Sensor
OpenPeripheral:selector, Item Selector
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
Aroma1997Core:wrench, Aromic Hammer
gregapi:gt.display.fluid, Fluid Display
gregapi:gt.integrated_circuit:0, Selector Tag
gregapi:gt.empty_slot, Empty Slot
appliedenergistics2:item.ToolCertusQuartzAxe, Certus Quartz Axe
appliedenergistics2:item.ToolCertusQuartzHoe, Certus Quartz Hoe
appliedenergistics2:item.ToolCertusQuartzSpade, Certus Quartz Shovel
appliedenergistics2:item.ToolCertusQuartzPickaxe, Certus Quartz Pickaxe
appliedenergistics2:item.ToolCertusQuartzSword, Certus Quartz Sword
appliedenergistics2:item.ToolCertusQuartzWrench, Certus Quartz Wrench
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Certus Quartz Cutting Knife
appliedenergistics2:item.ToolNetherQuartzAxe, Nether Quartz Axe
appliedenergistics2:item.ToolNetherQuartzHoe, Nether Quartz Hoe
appliedenergistics2:item.ToolNetherQuartzSpade, Nether Quartz Shovel
appliedenergistics2:item.ToolNetherQuartzPickaxe, Nether Quartz Pickaxe
appliedenergistics2:item.ToolNetherQuartzSword, Nether Quartz Sword
appliedenergistics2:item.ToolNetherQuartzWrench, Nether Quartz Wrench
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Nether Quartz Cutting Knife
appliedenergistics2:item.ToolEntropyManipulator, Entropy Manipulator
appliedenergistics2:item.ToolWirelessTerminal, Wireless Terminal
appliedenergistics2:item.ToolBiometricCard, Biometric Card
appliedenergistics2:item.ToolChargedStaff, Charged Staff
appliedenergistics2:item.ToolMassCannon, Matter Cannon
appliedenergistics2:item.ToolMemoryCard, Memory Card
appliedenergistics2:item.ToolNetworkTool, Network Tool
appliedenergistics2:item.ToolPortableCell, Portable Cell
appliedenergistics2:item.ItemCreativeStorageCell, Creative ME Storage Cell
appliedenergistics2:item.ItemViewCell, View Cell
appliedenergistics2:item.ItemBasicStorageCell.1k, 1k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.4k, 4k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.16k, 16k ME Storage Cell
appliedenergistics2:item.ItemBasicStorageCell.64k, 64k ME Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ Spatial Storage Cell
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ Spatial Storage Cell
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Podzol
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bedrock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Spruce Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Birch Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jungle Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sponge
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Wool
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Gold
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Iron
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - TNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Moss Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Diamond
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Netherrack
appliedenergistics2:item.ItemFacade:0, Cable Facade - Soul Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Glowstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Brick Monster Egg
appliedenergistics2:item.ItemFacade:0, Cable Facade - Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mushroom
appliedenergistics2:item.ItemFacade:0, Cable Facade - Melon
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - End Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Lamp
appliedenergistics2:item.ItemFacade:0, Cable Facade - Emerald Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Emerald
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Redstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Nether Quartz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pillar Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - White Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Orange Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magenta Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Yellow Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lime Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pink Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Light Gray Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cyan Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Purple Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Cable Facade - Portal Frame
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sticky Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Strange Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cracked Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Small Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carved Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Cracked Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Log
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redstone Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coal Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gold Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lapis Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Large Bricks (Unbreakable)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Large Bricks (Unbreakable)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Large Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Limestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Limestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Limestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Smooth Limestone Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Flint
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreCopper
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreTin
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreUran
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockOreLead
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockAlloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockBasalt
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalCopper
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalTin
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalBronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalUranium
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalLead
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockMetalAdvIron
appliedenergistics2:item.ItemFacade:0, Cable Facade - ic2.blockITNT
appliedenergistics2:item.ItemFacade:0, Cable Facade - Apatite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Apatite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bronze
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.buildToolBlock.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal Coke
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Copper
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tin
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Lead
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Steel
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Concrete
appliedenergistics2:item.ItemFacade:0, Cable Facade - Creosote Wood Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crushed Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quarried Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Brick
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fitted Abyssal Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Abyssal Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ornate Abyssal Stone
